name,link,rating,num_reviews,price,cuisine,district,num_bookings
Dirty Habit,https://www.opentable.com/dirty-habit,4.7,584,$$$,Californian,Downtown / Union Square,17
Aliment,https://www.opentable.com/aliment,4.7,564,$$$,American,Downtown / Union Square,16
Nakama Sushi - San Francisco,https://www.opentable.com/r/nakama-sushi-san-francisco,4.7,94,$$$,Sushi,Civic Center / Hayes Valley / Van Ness,17
Otoro Sushi,https://www.opentable.com/otoro-sushi,4.7,691,$$,Japanese,Civic Center / Hayes Valley / Van Ness,0
Tipple's Recording Studio,https://www.opentable.com/r/mr-tipples-recording-studio-san-francisco,4.7,115,$$,Cocktail Bar,Civic Center / Hayes Valley / Van Ness,18
Mr. Tipple's Recording Studio,https://www.opentable.com/r/mr-tipples-recording-studio-san-francisco,4.7,115,$$,Cocktail Bar,Civic Center / Hayes Valley / Van Ness,13
August (1) Five,https://www.opentable.com/r/august-1-five-san-francisco,4.7,1277,$$$$,Indian,Civic Center / Hayes Valley / Van Ness,0
China Live,https://www.opentable.com/r/china-live-san-francisco,4.7,1584,$$,Chinese,Chinatown,89
Willkommen,https://www.opentable.com/r/willkommen-san-francisco,4.7,69,$$,Beer Garden,Castro,52
Canela Bistro & Wine Bar,https://www.opentable.com/r/canela-bistro-and-wine-bar-san-francisco,4.7,1108,$$$,Spanish,Castro,39
Fable - SF,https://www.opentable.com/r/fable-san-francisco,4.7,1166,$$,Californian,Castro,66
Piqueos,https://www.opentable.com/piqueos,4.7,1038,$$,Tapas / Small Plates,Bernal Heights,15
Sushi Ondo,https://www.opentable.com/r/sushi-ondo-san-francisco,4.6,88,$$$$,Japanese,SOMA,0
Izakaya Hon,https://www.opentable.com/r/izakaya-hon-san-francisco,4.6,9,$$,Japanese,SOMA,9
Buena Vida Cantina,https://www.opentable.com/r/buena-vida-cantina-san-francisco,4.6,13,$$,Contemporary Mexican,SOMA,32
Alexander's Steakhouse - SF,https://www.opentable.com/r/alexanders-steakhouse-sf-san-francisco,4.6,2125,$$$$,Steakhouse,SOMA,30
Local Kitchen & Wine Merchant,https://www.opentable.com/r/local-kitchen-and-wine-merchant-san-francisco,4.6,923,$$,Contemporary American,SOMA,0
Cento Osteria,https://www.opentable.com/r/cento-osteria-san-francisco,4.6,240,$$,Italian,SOMA,17
EPIC Steak,https://www.opentable.com/r/epic-steak-san-francisco,4.6,5969,$$$$,Steakhouse,SOMA,110
The Patio by Alexander's Steakhouse,https://www.opentable.com/r/the-patio-by-alexanders-steakhouse-francisco,4.6,230,$$$,Contemporary American,SOMA,0
Che Fico Alimentari,https://www.opentable.com/r/che-fico-alimentari-san-francisco,4.6,206,$$,Italian,San Francisco,9
Cocotte,https://www.opentable.com/r/cocotte-san-francisco,4.6,1028,$$,French,Russian Hill,36
Violet’s,https://www.opentable.com/r/violets-san-francisco,4.6,286,$$$,American,Richmond District,23
Mochica,https://www.opentable.com/r/mochica-san-francisco,4.6,1223,$$$,Peruvian,Potrero Hill / Dogpatch,41
Magnolia Brewing – Dogpatch,https://www.opentable.com/r/magnolia-dogpatch-san-francisco,4.6,68,$$,Contemporary Mexican,Potrero Hill / Dogpatch,11
Gardenias,https://www.opentable.com/gardenias,4.6,605,$$,American,Pacific Heights,19
Florio,https://www.opentable.com/florio,4.6,1337,$$,French,Pacific Heights,24
Chouquet's,https://www.opentable.com/chouquets,4.6,1171,$$,French,Pacific Heights,75
Jackson Fillmore Trattoria,https://www.opentable.com/jackson-fillmore-trattoria,4.6,1077,$$$,Italian,Pacific Heights,13
The Tailor's Son,https://www.opentable.com/r/the-tailors-son-san-francisco,4.6,48,$$,Italian,Pacific Heights,60
Scopo Divino,https://www.opentable.com/r/scopo-divino-san-francisco,4.6,8,$$,Contemporary American,Pacific Heights,0
Fior D'Italia,https://www.opentable.com/fior-d-italia-san-francisco,4.6,1121,$$$,Italian,North Beach,17
Ti Piacera,https://www.opentable.com/ti-piacera,4.6,552,$$,Italian,Nob Hill,15
Khamsa Restaurant,https://www.opentable.com/r/khamsa-restaurant-san-francisco,4.6,233,$$,Moroccan,Mission,11
Palm House,https://www.opentable.com/r/palm-house-san-francisco,4.6,329,$$,Caribbean,Marina / Cow Hollow / Presidio,39
Sushi Hakko,https://www.opentable.com/r/sushi-hakko-san-francisco,4.6,22,$$$$,Japanese,Marina / Cow Hollow / Presidio,22
Bobo's,https://www.opentable.com/bobos,4.6,2801,$$$,Steak,Marina / Cow Hollow / Presidio,39
The Dorian,https://www.opentable.com/r/the-dorian-san-francisco,4.6,340,$$,American,Marina / Cow Hollow / Presidio,62
Isa,https://www.opentable.com/r/isa-san-francisco,4.6,2569,$$,French American,Marina / Cow Hollow / Presidio,43
The Patio,https://www.opentable.com/r/the-patio-san-francisco,4.6,112,$$$,Contemporary American,Marina / Cow Hollow / Presidio,46
Presidio Social Club,https://www.opentable.com/presidio-social-club,4.6,3726,$$$,American,Marina / Cow Hollow / Presidio,15
Sessions at the Presidio,https://www.opentable.com/sessions-at-the-presidio,4.6,1153,$$,Californian,Marina / Cow Hollow / Presidio,31
Greens Restaurant,https://www.opentable.com/greens-restaurant-san-francisco,4.6,9677,$$$,Vegetarian / Vegan,Marina / Cow Hollow / Presidio,122
The Snug,https://www.opentable.com/r/the-snug-san-francisco,4.6,28,$$,Contemporary American,Marina / Cow Hollow / Presidio,0
Uva Enoteca,https://www.opentable.com/r/uva-enoteca-san-francisco,4.6,771,$$,Italian,Haight,16
Magnolia Brewing - Haight,https://www.opentable.com/r/magnolia-brewing-company-haight-san-francisco,4.6,42,$$,Californian,Haight,0
Chou Chou Bistro,https://www.opentable.com/r/chou-chou-bistro-san-francisco,4.6,2198,$$,Contemporary French,Forest Hill / West Portal,4
Barnzu Korean Restaurant,https://www.opentable.com/r/barnzu-korean-restaurant-san-francisco,4.6,84,$$$,Contemporary Korean,Financial District / Embarcadero,0
Palio,https://www.opentable.com/r/palio-san-francisco,4.6,1342,$$$,Italian,Financial District / Embarcadero,9
Wayfare Tavern,https://www.opentable.com/wayfare-tavern,4.6,6095,$$,American,Financial District / Embarcadero,169
Osha Thai Embarcadero,https://www.opentable.com/osha-thai-embarcadero,4.6,71,$$,Thai,Financial District / Embarcadero,16
Harborview Restaurant & Bar,https://www.opentable.com/r/harborview-restaurant-and-bar-san-francisco,4.6,299,$$$,Chinese,Financial District / Embarcadero,55
Ozumo - San Francisco,https://www.opentable.com/r/ozumo-san-francisco,4.6,2885,$$$$,Japanese,Financial District / Embarcadero,74
COQUETA - San Francisco,https://www.opentable.com/r/coqueta-san-francisco,4.6,2284,$$$$,Spanish,Financial District / Embarcadero,65
Doppio Zero - San Francisco,https://www.opentable.com/r/doppio-zero-san-francisco,4.6,52,$$,Italian,Downtown / Union Square,0
Bazille - Nordstrom San Francisco Centre,https://www.opentable.com/r/bazille-nordstrom-san-francisco-centre-san-francisco,4.6,312,$$,Contemporary American,Downtown / Union Square,4
Amber India - San Francisco,https://www.opentable.com/r/amber-india-san-francisco,4.6,2689,$$$,Indian,Downtown / Union Square,24
Bouche,https://www.opentable.com/r/bouche-san-francisco,4.6,1346,$$$$,French,Downtown / Union Square,11
